PC1,PC2,PC3,Cluster_ID,Cluster_Nombre,Recency,Frequency,Monetary,ID_Cliente
-0.6108528974046763,-0.7890637580303902,-0.6282493700854191,2,Habitual Moderado,50,14,93114.0,63
-1.662867504364817,-0.48417433254067893,-0.5760834426333602,5,Ocasional Inactivo (Bebidas),3,1,5477.0,64
0.4708383334851856,-0.32077562122130576,-0.1868988559695296,2,Habitual Moderado,17,61,413512.0,65
0.1295507171352074,-0.7363925788604352,0.4944670661482264,2,Habitual Moderado,5,41,239710.0,66
2.0678786789070402,0.08636402252105656,0.2683696749531198,8,VIP Moderado,2,168,1299895.0,67
3.4597241503329053,0.6840593500008726,0.14655140634104896,8,VIP Moderado,1,267,2497778.0,68
-3.6865843005120933,5.280574963474978,-3.1657026356235747,4,Ocasional Inactivo (Lácteos),263,1,5490.0,69
-0.17265474880427684,-0.7429761230634248,-0.16235819046289823,2,Habitual Moderado,4,25,135158.0,70
-0.5553458845473436,0.2602744175712923,-0.5045345256521478,2,Habitual Moderado,21,19,209415.0,71
1.2638262423851643,0.06599848414511521,0.24168574032313156,8,VIP Moderado,0,113,827944.0,72
2.451745547884775,0.5328782836728384,-0.04363203161971195,8,VIP Moderado,2,245,1367606.0,73
0.48175904444570905,-0.14093189980684187,-0.4302776697204839,2,Habitual Moderado,8,61,350165.0,74
1.4520547909010633,-0.2828633574962847,0.16097367461680506,8,VIP Moderado,2,122,908685.0,75
0.768434599276527,0.0597707766399323,-0.21081862413372005,2,Habitual Moderado,5,78,508811.0,76
-2.945027398248588,-1.594609929668983,-1.3147117940082207,6,Ocasional Inactivo (Alcohol),646,1,13190.0,77
3.346194139392959,1.3642705452911412,0.2686008056290078,8,VIP Moderado,0,335,2184919.0,78
-0.5610997320886851,-0.14690523708015746,-1.160689433483208,2,Habitual Moderado,17,21,98061.0,79
0.219358661254947,-0.2906572891103525,0.6139635405901668,2,Habitual Moderado,9,53,465648.0,80
0.17245122269778418,-0.5394882254621175,0.6508028811355987,2,Habitual Moderado,0,40,416043.0,81
2.0005738215147035,0.6886406068850515,0.19189930456469867,8,VIP Moderado,0,219,1201576.0,82
-0.031144323731293017,-0.22037862564120525,-0.5567579966671996,2,Habitual Moderado,6,38,220432.0,83
-0.28847069859070296,0.5698134129276017,-0.24902168442606348,2,Habitual Moderado,9,44,172311.0,84
-0.5840742653480915,-2.404196089261291,-0.21275732233065645,2,Habitual Moderado,0,6,77487.0,85
-0.8605817437032908,-0.15992508244471035,-0.4962192614525888,2,Habitual Moderado,3,14,54185.0,86
-0.5844503047080034,-0.32974820743727534,-0.6862556299415519,2,Habitual Moderado,6,16,124429.0,87
-0.367030219914622,-1.0666460749348265,1.3838558349400616,2,Habitual Moderado,80,19,182253.0,88
-2.750235515082882,1.1046004824638003,2.262758953577929,5,Ocasional Inactivo (Bebidas),267,1,5322.0,89
6.057161155307671,2.4578904571841655,0.5350073676871889,3,VIP Premium Activo,3,583,4390281.0,90
-3.6073410790365426,2.5497049968106893,5.151311277417613,7,Ocasional Inactivo (Despensa),358,1,2053.0,91
-0.6976417903147216,-0.6461732363564429,0.43566550998505055,2,Habitual Moderado,26,11,67581.0,92
-0.6895265770482859,-0.24087596210158851,0.8522770810441515,2,Habitual Moderado,70,14,125307.0,93
0.7865698273862302,-0.9702506234006701,-0.023993263802449045,2,Habitual Moderado,1,62,509983.0,94
-0.5819898329455299,-1.235300348296047,0.3121195366276029,2,Habitual Moderado,1,8,36427.0,95
-1.1049885773912735,-0.45065759405699707,1.447828850763983,2,Habitual Moderado,26,6,40867.0,96
-2.6545540338832914,0.864124570977685,3.4940373151984443,7,Ocasional Inactivo (Despensa),288,1,12920.0,97
-0.13787216879054112,-1.0632644655205983,0.2327898584227892,2,Habitual Moderado,3,19,168049.0,98
2.890931247103057,0.9568080913027905,0.43383480546463327,8,VIP Moderado,0,274,1850507.0,99
2.4650510422097454,0.42174320312770275,0.3326001463437363,8,VIP Moderado,0,227,1594627.0,100
-0.3695713433816748,-0.7636345262714311,0.27494775329005244,2,Habitual Moderado,16,19,130641.0,101
0.33544057677058187,0.08677743573098678,0.10651468773144235,2,Habitual Moderado,9,60,364773.0,102
-0.6433411548981577,-0.5393301294815289,-1.2804957703003672,2,Habitual Moderado,1,18,115195.0,103
-0.1448882835045526,-0.980910156652237,1.3077406490702466,2,Habitual Moderado,10,30,231767.0,104
0.3733245723591592,-0.8977712410171428,-0.5820775538526768,2,Habitual Moderado,10,39,276175.0,105
1.0632138510419247,0.47504537916853534,-0.11765393198553127,8,VIP Moderado,6,121,677624.0,106
0.033286451700212605,-0.7088612187244832,0.15954293627328583,2,Habitual Moderado,8,40,252887.0,107
-0.22468766287433298,-1.448028603265224,0.513594133767002,2,Habitual Moderado,83,18,174252.0,108
-0.6042297984483554,-0.3160812232520354,0.22479894911866707,2,Habitual Moderado,36,15,118554.0,109
-0.28315548275157004,-1.0627556976491803,-0.11882327131494427,2,Habitual Moderado,45,18,96292.0,110
-0.5778288915400713,-1.017766607233992,1.008371985788056,2,Habitual Moderado,2,13,133961.0,111
-0.8947124586073159,0.3116762164593968,-0.6876186863057024,2,Habitual Moderado,83,21,120412.0,112
-0.837285701497317,-0.02012988059469945,-1.1225010918045502,2,Habitual Moderado,10,8,84282.0,113
1.6717788976405357,-0.09072452099043486,-0.14040261833281334,8,VIP Moderado,0,133,1108576.0,114
0.12245006559628593,0.2584344714132291,-1.2226781635222614,2,Habitual Moderado,12,53,286564.0,115
-0.8428393739774577,-1.042427663197664,0.9557031412550488,2,Habitual Moderado,1,6,46330.0,116
2.45586318815505,0.8281921873167196,0.27119862494743385,8,VIP Moderado,5,232,1663914.0,117
0.14823498864602797,-0.6539119538906972,-0.2662875554084169,2,Habitual Moderado,7,42,246012.0,118
0.5213673463210259,-0.8742516564990449,-0.5179845968394244,2,Habitual Moderado,3,49,396600.0,119
1.8207809719467156,0.0822846826672577,0.03057489714374198,8,VIP Moderado,0,153,1165049.0,120
0.8355225707492511,-0.02571459689951081,-0.17306595367008373,2,Habitual Moderado,1,103,477537.0,121
2.31942544901221,0.6417352968839359,0.2267674004169074,8,VIP Moderado,3,248,1414637.0,122
-2.869996658562958,1.5935232255809826,-0.9542272047460162,4,Ocasional Inactivo (Lácteos),531,1,12944.0,123
2.6430878956002957,0.7703734869989031,0.31216385287563025,8,VIP Moderado,3,264,1611532.0,124
-1.0208214937916331,-0.45388077297342616,-1.5687633298478239,2,Habitual Moderado,14,4,33429.0,125
-2.3193906293093765,-0.9508407776358877,-0.9935975623933723,0,Ocasional Inactivo (Snacks),29,1,5436.0,126
0.36135034438115377,-0.11239396646711927,-0.18999977154974912,2,Habitual Moderado,10,59,493452.0,127
-0.04801606685136422,-1.1002665655398796,-0.08047233246469328,2,Habitual Moderado,0,16,143025.0,128
-1.3041425352025264,-0.14831985580692866,1.9085972123696286,2,Habitual Moderado,10,8,38661.0,129
-1.05904616647338,-2.6376240137937392,-1.3394196389079729,0,Ocasional Inactivo (Snacks),24,2,10781.0,130
-2.9046376940180396,-0.2007777050088231,3.3089863116490057,7,Ocasional Inactivo (Despensa),632,1,27347.0,131
-1.1055695400328602,-0.5297822341249571,-1.0429722909166779,2,Habitual Moderado,29,4,36841.0,132
-0.8785850117426394,-1.7542592865580886,-1.1492467492273295,0,Ocasional Inactivo (Snacks),3,5,41762.0,133
-0.3166019411610373,-0.37774780622259946,0.4217613125834156,2,Habitual Moderado,4,24,189345.0,134
-0.7073540169906417,-0.8840731389729354,-1.6192918786210522,2,Habitual Moderado,17,7,39519.0,135
-0.9664554526551346,-0.19531060218546625,0.8090523616951482,2,Habitual Moderado,12,9,40634.0,136
1.5352175961074186,0.7091106942741268,0.04561883652544195,8,VIP Moderado,1,191,894998.0,137
0.275949047639974,-0.1867112939806375,-0.31957958565700384,2,Habitual Moderado,6,51,367752.0,138
-0.1672363694493346,-1.8509674877040745,-0.6523416249724578,2,Habitual Moderado,11,14,84279.0,139
-1.208514096733237,0.5966472399708888,-1.7911639637497676,2,Habitual Moderado,13,6,28474.0,140
-3.3174288512678434,4.909406179300663,-3.3332712209067523,4,Ocasional Inactivo (Lácteos),112,1,1723.0,141
-0.6878799190718551,-0.0474992685740378,1.2803603919404114,2,Habitual Moderado,24,20,124969.0,142
0.4110206737413071,-0.43994896789251786,-0.1674415612392532,2,Habitual Moderado,4,53,358242.0,143
-2.2261267208600413,-0.7051321769900503,3.0525311476370427,7,Ocasional Inactivo (Despensa),264,1,5333.0,144
0.10192378594156981,-0.4187269062268019,0.04870288603632635,2,Habitual Moderado,6,43,261248.0,145
-0.7356459100879553,-1.54870400468078,-0.8489191475812553,2,Habitual Moderado,13,5,39096.0,146
-0.21536364331675695,-1.3619415258329668,0.4352237487666433,2,Habitual Moderado,13,17,176833.0,147
0.4416471612288414,-0.20277400358025152,-0.007458760816742361,2,Habitual Moderado,0,65,390642.0,148
1.1074073760402439,-0.03113982643971228,-0.3387692172354363,8,VIP Moderado,0,105,831732.0,149
0.1801237439739309,-0.2738739246207053,-0.8209270105880672,2,Habitual Moderado,4,48,296598.0,150
-2.2552446697009585,-0.9415355215069467,1.253966252814973,7,Ocasional Inactivo (Despensa),487,1,13007.0,151
2.7289324602610416,0.5179951811802499,0.27741911218425336,8,VIP Moderado,0,243,1754602.0,152
-0.45471571133236166,-1.8825277464803085,-0.04508068290083451,2,Habitual Moderado,13,9,63812.0,153
6.305910634151275,2.8980095924644838,0.7101844743343427,3,VIP Premium Activo,0,640,4602363.0,154
-0.7806818056433086,-1.5354536148228035,0.380177656818732,2,Habitual Moderado,15,11,83082.0,155
-0.0642191357748286,-0.2779307093117272,0.20089062894003018,2,Habitual Moderado,3,41,238099.0,156
-0.6660852904050619,0.07804017828954349,-0.7196014303749846,2,Habitual Moderado,11,21,98241.0,157
-0.34750800464605924,-0.4655134440190977,-0.6882103688567874,2,Habitual Moderado,6,26,162523.0,158
-0.8317663466859873,-1.8472380140878892,-1.4194031844110342,0,Ocasional Inactivo (Snacks),13,3,45865.0,159
0.27485263094993334,-1.1103238340367079,0.5261462088063648,2,Habitual Moderado,2,42,392955.0,160
-1.1974314733630647,1.2341641240334391,-0.5507839544891352,2,Habitual Moderado,17,15,109211.0,161
-1.3376746054564261,-0.21107143616228266,1.1571330246108065,2,Habitual Moderado,27,4,13778.0,162
0.07725903038843872,-0.4483938240828471,-0.8679025718846433,2,Habitual Moderado,29,46,277376.0,163
0.19446707452698156,-0.1409463337169022,0.6820393360962034,2,Habitual Moderado,5,52,378843.0,164
2.23927386961089,0.7037511400301737,0.7047391623604414,8,VIP Moderado,1,246,1419470.0,165
-0.4399874095156755,-2.1610145058470933,-0.013757739207574018,2,Habitual Moderado,0,9,90668.0,166
2.7768487713678,0.558988535512882,0.3671530743553128,8,VIP Moderado,0,263,1769881.0,167
-4.682404715537235,6.268416305277409,-2.7187020470081893,4,Ocasional Inactivo (Lácteos),667,1,1723.0,168
0.6919271696046242,-0.867967916356684,-0.23195690115759665,2,Habitual Moderado,2,63,531938.0,169
-3.0369185760168196,1.8277140760241994,1.696918390405947,7,Ocasional Inactivo (Despensa),520,1,13062.0,170
-0.33936485011879824,-1.3458245934454538,-0.6009979376903007,2,Habitual Moderado,21,11,115211.0,171
-0.7762972211002507,0.48165214049132155,-0.5227075574174126,2,Habitual Moderado,34,18,97210.0,172
-0.15167389648221422,-0.8001065814740477,-0.20935280130568865,2,Habitual Moderado,1,22,145091.0,173
-2.5764232654169654,2.145023540771075,-1.9748671838366538,4,Ocasional Inactivo (Lácteos),145,1,5482.0,174
-1.589289100874954,-0.4638138921338641,-0.6838741109746297,1,Ocasional Inactivo (Limpieza),12,2,6221.0,175
-0.368518885672111,-0.9039456299752657,0.4315888455187141,2,Habitual Moderado,6,18,88134.0,176
-0.13136419624174317,-0.9770001349666284,0.7651891902531717,2,Habitual Moderado,5,23,167255.0,177
0.022456364940616046,-0.638618299694422,0.15306418150248124,2,Habitual Moderado,8,33,281623.0,178
-0.46923052633973183,-0.15231309973663207,-1.3129342285868653,2,Habitual Moderado,12,20,87975.0,179
-0.5872489132805466,-0.038124918807463146,-0.8476040155649377,2,Habitual Moderado,10,17,117896.0,180
-2.496778027930715,3.2655236183074003,-2.346951307460382,4,Ocasional Inactivo (Lácteos),9,2,6534.0,181
2.084976069149369,0.35843416086994045,0.28669655063080257,8,VIP Moderado,0,223,1300826.0,182
0.2421222757991311,-0.5465513753754362,0.35742454477427865,2,Habitual Moderado,0,53,327444.0,183
3.845934549039247,1.3822769089972324,0.12205148180073054,3,VIP Premium Activo,1,417,2176614.0,184
-1.5699397162695043,-1.3706868959810667,1.120808418323104,0,Ocasional Inactivo (Snacks),4,1,1665.0,185
0.65868874238677,-0.3767313000601841,0.275834466475762,2,Habitual Moderado,17,61,554727.0,186
-1.2810185335399393,-0.07628549299762226,0.4101231660740743,2,Habitual Moderado,17,3,16110.0,187
2.5586095582184694,0.6094069732536901,-0.002434348476755469,8,VIP Moderado,6,212,1670620.0,188
-3.3798349395394967,0.5204100830473193,0.46613240149423263,5,Ocasional Inactivo (Bebidas),561,1,5470.0,189
0.5781413917838489,-0.6053240773740054,-0.5370453249817809,2,Habitual Moderado,16,65,508675.0,190
-4.601243988472568,6.1876102977869,-2.7552439978886443,4,Ocasional Inactivo (Lácteos),634,1,1723.0,191
0.6099037785396,-0.527988716220146,-0.4944602326201924,2,Habitual Moderado,0,59,451840.0,192
-1.5791435089778327,0.4884152629266304,-0.6778141308737525,5,Ocasional Inactivo (Bebidas),58,6,29590.0,193
0.31172184974592143,-0.9567032672473013,-0.5671344986591391,2,Habitual Moderado,4,42,280452.0,194
-1.5715079475458025,-2.0495669452569163,0.2591786480148696,6,Ocasional Inactivo (Alcohol),13,1,5250.0,195
-0.9871729745908623,0.391834970095017,-0.2801785618172364,2,Habitual Moderado,6,10,46733.0,196
1.683038064978401,0.08128421602356417,0.24373710853574437,8,VIP Moderado,4,135,1113184.0,197
-0.8585659699609837,0.3103570672547831,-0.09017978861635705,2,Habitual Moderado,1,19,91409.0,198
-1.17191348508296,-1.334994534767626,-1.482980767146985,6,Ocasional Inactivo (Alcohol),13,7,41495.0,199
0.3340465703618835,-0.24483128811068433,-0.38763682290265267,2,Habitual Moderado,4,50,313305.0,200
-2.3683063171108474,-1.9383343899727115,-1.8253724108919247,6,Ocasional Inactivo (Alcohol),53,1,2041.0,201
0.24368003987485828,0.18842251710810495,-0.007597052472109716,2,Habitual Moderado,6,51,415191.0,202
-3.6420490885737644,1.524420891394813,5.337155048628136,7,Ocasional Inactivo (Despensa),526,1,13046.0,203
0.7796031097936468,-0.3921077962663882,0.5930493002389109,2,Habitual Moderado,1,91,607024.0,204
3.1064055502071737,1.2118846316300445,0.12919708336476532,8,VIP Moderado,2,312,2112674.0,205
0.6986183501128056,-0.32520351004004733,-0.5556001625065824,2,Habitual Moderado,1,66,558676.0,206
-0.4014085215817839,-1.1486661495849473,0.8950752401707601,2,Habitual Moderado,5,14,91305.0,207
-1.152454049193423,-0.3271011912440545,0.3701134072511661,2,Habitual Moderado,17,4,21425.0,208
1.9434832912766729,0.5538473101377611,0.3581436525657354,8,VIP Moderado,0,196,1359286.0,209
0.03286231310685027,-0.6742734966872408,0.17480461693881427,2,Habitual Moderado,6,29,209312.0,210
-2.2274139699337145,2.2129593020658582,1.2853610961471187,7,Ocasional Inactivo (Despensa),25,3,4771.0,211
-2.217280209828264,2.327780851659214,0.4937402139696138,2,Habitual Moderado,12,2,3617.0,212
1.6943934329723955,-0.47024702412006486,-0.02323154350507782,8,VIP Moderado,1,131,1104140.0,213
1.08549272368711,0.24258229029852874,-0.09412723891998188,8,VIP Moderado,6,125,702514.0,214
-2.7942008634707256,0.9430250918385963,2.0333979445599666,5,Ocasional Inactivo (Bebidas),442,1,13146.0,215
-2.3846238417166,-0.7802461800268096,0.9711469665069163,6,Ocasional Inactivo (Alcohol),238,1,5385.0,216
1.9955561058957298,0.571184756037777,0.13746214476634266,8,VIP Moderado,6,193,1262446.0,217
-1.828606769013128,0.9139553764585678,-0.8593887818466853,5,Ocasional Inactivo (Bebidas),2,4,22129.0,218
1.931945379711632,0.2761492722019497,-0.060519452017134656,8,VIP Moderado,16,179,1347866.0,219
1.9883110536218878,0.7450400835595207,0.15609533438362766,8,VIP Moderado,3,220,1232685.0,220
0.9244865075420958,0.1203437434823641,-0.5046039504079022,8,VIP Moderado,1,130,641032.0,221
0.388454502664511,-0.37955410090742503,-0.17165536786745508,2,Habitual Moderado,21,61,373677.0,222
1.6900801614431122,0.4326609814577163,-0.440239167625695,8,VIP Moderado,2,167,1022513.0,223
-0.13447917978674506,-0.7866722232939495,-0.4949870143110304,2,Habitual Moderado,2,28,152508.0,224
0.3512740200524118,-1.1485061356188466,-0.8444891696739419,2,Habitual Moderado,0,33,213413.0,225
-0.18049307184158916,-0.5094359497389902,0.14787737388393013,2,Habitual Moderado,2,31,163130.0,226
2.6049757221115737,0.8306486108057748,0.11412759169973108,8,VIP Moderado,2,250,1813602.0,227
-1.0293374253479248,-0.9400991407585695,0.9870259020011123,2,Habitual Moderado,4,4,21027.0,228
0.7816171251972799,0.33665284073672397,-0.8274830847604638,2,Habitual Moderado,6,96,531200.0,229
6.4083287605149595,2.9308422109861247,0.8231726589807555,3,VIP Premium Activo,1,660,4585588.0,230
1.835011907008761,0.0027990241727550128,-0.005100020385974222,8,VIP Moderado,6,144,1331687.0,231
0.13022137802010184,-0.6234102260261382,-0.7190970540679282,2,Habitual Moderado,12,53,213413.0,232
-0.661565025792726,-0.7817218999757718,-1.327851612986092,2,Habitual Moderado,2,9,94865.0,233
-0.8760525896043867,0.20606173794852703,-0.5092329615351296,2,Habitual Moderado,13,19,79215.0,234
-0.3660354605064016,-0.9017310298601154,-0.20924623217884922,2,Habitual Moderado,49,16,145823.0,235
4.522909376727745,1.7379893586128075,0.6583288888524158,3,VIP Premium Activo,1,438,3077275.0,236
0.37092777382961356,-0.6569686540413741,-0.09732542271173089,2,Habitual Moderado,16,63,390915.0,237
0.8967959363910158,-0.0675122993828031,0.20313731160121473,2,Habitual Moderado,0,87,707619.0,238
1.821671877212616,0.2721314662919253,0.029823142711100026,8,VIP Moderado,3,178,1216653.0,239
-0.8453342761140558,-0.7851521929694009,-0.8508766153984193,2,Habitual Moderado,55,6,63049.0,240
0.8813866652810438,-0.5118870052764322,-0.3654547363026012,2,Habitual Moderado,13,64,588508.0,241
-2.7344296248251894,1.6803121397592216,4.7581789171885145,7,Ocasional Inactivo (Despensa),3,1,1745.0,242
-0.4615317242859211,-1.2965123637802305,-0.6027285811290095,2,Habitual Moderado,18,15,115007.0,243
-2.069214736673782,0.7695140593815748,-2.1806798182947906,1,Ocasional Inactivo (Limpieza),165,1,13116.0,244
1.962630497803471,0.6768619309428375,0.02448203067769905,8,VIP Moderado,2,202,1268706.0,245
-0.6070142916489372,-0.43708095246536544,-0.5829666676568935,2,Habitual Moderado,41,14,109759.0,246
0.41467704222207263,-0.5995567869705116,-0.49977760321912446,2,Habitual Moderado,6,56,332508.0,247
-0.4507395358098029,-0.43246453005716273,0.5688513900990683,2,Habitual Moderado,44,21,144187.0,248
0.28165525213719395,-0.5302865128113546,0.1948378384575788,2,Habitual Moderado,0,54,277782.0,249
0.4335093207165474,-0.4785166028559739,-0.4804979572963219,2,Habitual Moderado,0,58,344087.0,250
-1.5345861802877194,1.424637787433842,-0.988335573656679,2,Habitual Moderado,47,7,28200.0,251
-0.531567002765417,-0.9964334316417613,0.32619157912719215,2,Habitual Moderado,20,16,101165.0,252
1.159126544853826,-0.2585247815515119,-0.025837112789308066,8,VIP Moderado,0,96,811749.0,253
-2.7820986405368755,3.2467558070837286,-3.2510388916704542,4,Ocasional Inactivo (Lácteos),14,1,5353.0,254
0.568642095040667,-0.6201544779464565,0.2043888246199928,2,Habitual Moderado,4,55,500851.0,255
0.3899639180029668,-0.838669082302588,0.319743100407768,2,Habitual Moderado,29,51,367387.0,256
-0.4147571788436697,-0.3827370912510477,0.20583735017427804,2,Habitual Moderado,3,22,103426.0,257
2.17626538353331,0.21336865087908455,0.09284713160155741,8,VIP Moderado,1,195,1507037.0,258
-2.4201520717801035,1.429738748984524,-2.3776686055368472,4,Ocasional Inactivo (Lácteos),183,1,5343.0,259
0.7506328563509382,0.03721538972554353,-0.19919685737155082,2,Habitual Moderado,3,93,559369.0,260
0.2561073844201014,-0.865920716388387,-0.7209676680805758,2,Habitual Moderado,29,49,210097.0,261
-2.189103981117339,0.5684669788043677,-2.0786262015740604,0,Ocasional Inactivo (Snacks),146,1,13081.0,262
-1.2853654563755323,-1.0096376269027545,1.0441285328723646,0,Ocasional Inactivo (Snacks),28,4,13971.0,263
0.519956982862305,-0.5482174555510727,-0.026057818778528776,2,Habitual Moderado,6,64,391109.0,264
0.6857462870754243,-0.6264444473455243,-0.5655881542103812,2,Habitual Moderado,0,65,521258.0,265
0.08988809128503045,-0.34550474017675675,-0.37237431485444156,2,Habitual Moderado,6,34,287321.0,266
-0.7207517178778761,-1.0977127199217398,1.4461884623479773,2,Habitual Moderado,36,12,116399.0,267
4.9393917390084905,2.246781831109859,0.3334447110189384,3,VIP Premium Activo,0,562,2971415.0,268
0.006459581574339327,-0.27673778463309817,-0.3422058914949225,2,Habitual Moderado,13,44,204997.0,269
